# Erk,EGFR,p70,Akt,IGFR
20m	1	1	1	1	1
40m	1	1	1	1	1
1h	1	1	1	1	1
1.5h	1	1	1	1	0
2h	1	1	1	1	1
4h	1	1	1	1	1
8h	1	1	1	1	1
12h	1	1	1	1	0
24h	0	0	0	0	0
36h	0	0	0	0	0
36hun	0	0	0	0	0
