# Erk	EGFR	p70	Akt	IGFR
20m	0	0	0	0	1
40m	0	0	0	1	1
1h	1	1	1	1	1
1.5h	0	1	1	1	0
2h	1	0	1	0	1
4h	1	1	1	1	0
8h	1	1	1	1	1
12h	1	1	1	1	1
24h	0	0	0	0	1
36h	0	0	0	0	0
36hun	0	0	0	0	0
